1.000 4.169
0.980 4.123
0.960 4.101
0.940 4.081
0.920 4.073
0.900 4.066
0.880 4.057
0.860 4.037
0.840 4.027
0.820 4.008
0.800 3.990
0.780 3.965
0.760 3.948
0.740 3.920
0.720 3.901
0.700 3.886
0.680 3.862
0.660 3.848
0.640 3.832
0.620 3.816
0.600 3.803
0.580 3.785
0.560 3.768
0.540 3.754
0.520 3.731
0.500 3.718
0.480 3.694
0.460 3.674
0.440 3.656
0.420 3.632
0.400 3.615
0.380 3.599
0.360 3.577
0.340 3.554
0.320 3.520
0.300 3.495
0.280 3.482
0.260 3.455
0.240 3.397
0.220 3.347
0.200 3.307
0.180 3.270
0.160 3.242
0.140 3.219
0.120 3.195
0.100 3.168
0.080 3.140
0.060 3.110
0.040 3.061
0.020 3.007
0.000 2.947
