1.000 4.172
0.980 4.132
0.960 4.109
0.940 4.090
0.920 4.081
0.900 4.073
0.880 4.065
0.860 4.046
0.840 4.024
0.820 3.999
0.800 3.980
0.780 3.958
0.760 3.936
0.740 3.916
0.720 3.900
0.700 3.884
0.680 3.869
0.660 3.853
0.640 3.832
0.620 3.810
0.600 3.788
0.580 3.763
0.560 3.739
0.540 3.720
0.520 3.701
0.500 3.683
0.480 3.671
0.460 3.659
0.440 3.645
0.420 3.633
0.400 3.625
0.380 3.615
0.360 3.604
0.340 3.592
0.320 3.585
0.300 3.574
0.280 3.560
0.260 3.542
0.240 3.525
0.220 3.500
0.200 3.473
0.180 3.458
0.160 3.444
0.140 3.433
0.120 3.410
0.100 3.355
0.080 3.303
0.060 3.230
0.040 3.145
0.020 3.060
0.000 2.962
