1.000 4.175
0.980 4.145
0.960 4.121
0.940 4.094
0.920 4.072
0.900 4.052
0.880 4.033
0.860 4.016
0.840 4.002
0.820 3.990
0.800 3.978
0.780 3.966
0.760 3.955
0.740 3.943
0.720 3.930
0.700 3.916
0.680 3.904
0.660 3.893
0.640 3.882
0.620 3.869
0.600 3.857
0.580 3.847
0.560 3.835
0.540 3.825
0.520 3.810
0.500 3.796
0.480 3.783
0.460 3.768
0.440 3.749
0.420 3.731
0.400 3.712
0.380 3.693
0.360 3.673
0.340 3.655
0.320 3.637
0.300 3.620
0.280 3.601
0.260 3.582
0.240 3.567
0.220 3.549
0.200 3.536
0.180 3.525
0.160 3.516
0.140 3.508
0.120 3.497
0.100 3.476
0.080 3.441
0.060 3.380
0.040 3.276
0.020 3.144
0.000 3.029
