1.000 4.118
0.980 4.098
0.960 4.072
0.940 4.058
0.920 4.034
0.900 4.020
0.880 4.008
0.860 3.997
0.840 3.985
0.820 3.967
0.800 3.956
0.780 3.940
0.760 3.924
0.740 3.911
0.720 3.902
0.700 3.881
0.680 3.876
0.660 3.871
0.640 3.856
0.620 3.845
0.600 3.838
0.580 3.827
0.560 3.817
0.540 3.808
0.520 3.796
0.500 3.789
0.480 3.778
0.460 3.766
0.440 3.759
0.420 3.754
0.400 3.738
0.380 3.736
0.360 3.727
0.340 3.716
0.320 3.715
0.300 3.706
0.280 3.696
0.260 3.691
0.240 3.678
0.220 3.661
0.200 3.648
0.180 3.626
0.160 3.612
0.140 3.603
0.120 3.587
0.100 3.568
0.080 3.544
0.060 3.495
0.040 3.414
0.020 3.264
0.000 3.065
