1.000 4.137
0.980 4.089
0.960 4.042
0.940 4.009
0.920 3.985
0.900 3.965
0.880 3.946
0.860 3.929
0.840 3.916
0.820 3.901
0.800 3.883
0.780 3.869
0.760 3.851
0.740 3.835
0.720 3.821
0.700 3.804
0.680 3.782
0.660 3.762
0.640 3.747
0.620 3.729
0.600 3.717
0.580 3.703
0.560 3.690
0.540 3.676
0.520 3.665
0.500 3.652
0.480 3.644
0.460 3.631
0.440 3.622
0.420 3.613
0.400 3.601
0.380 3.594
0.360 3.579
0.340 3.569
0.320 3.554
0.300 3.540
0.280 3.526
0.260 3.508
0.240 3.491
0.220 3.474
0.200 3.460
0.180 3.444
0.160 3.427
0.140 3.399
0.120 3.358
0.100 3.304
0.080 3.238
0.060 3.177
0.040 3.112
0.020 3.033
0.000 2.965
