1.000 4.172
0.980 4.138
0.960 4.113
0.940 4.093
0.920 4.068
0.900 4.051
0.880 4.024
0.860 4.003
0.840 3.978
0.820 3.961
0.800 3.937
0.780 3.916
0.760 3.900
0.740 3.880
0.720 3.856
0.700 3.834
0.680 3.814
0.660 3.794
0.640 3.764
0.620 3.741
0.600 3.729
0.580 3.710
0.560 3.691
0.540 3.675
0.520 3.664
0.500 3.649
0.480 3.640
0.460 3.638
0.440 3.625
0.420 3.616
0.400 3.606
0.380 3.601
0.360 3.594
0.340 3.587
0.320 3.583
0.300 3.573
0.280 3.564
0.260 3.551
0.240 3.538
0.220 3.526
0.200 3.510
0.180 3.496
0.160 3.473
0.140 3.458
0.120 3.451
0.100 3.446
0.080 3.430
0.060 3.387
0.040 3.297
0.020 3.156
0.000 2.997
