1.000 4.150
0.980 4.125
0.960 4.101
0.940 4.075
0.920 4.054
0.900 4.028
0.880 4.008
0.860 3.988
0.840 3.963
0.820 3.947
0.800 3.929
0.780 3.904
0.760 3.889
0.740 3.869
0.720 3.850
0.700 3.828
0.680 3.809
0.660 3.785
0.640 3.764
0.620 3.747
0.600 3.725
0.580 3.711
0.560 3.696
0.540 3.683
0.520 3.669
0.500 3.663
0.480 3.653
0.460 3.639
0.440 3.628
0.420 3.621
0.400 3.615
0.380 3.601
0.360 3.601
0.340 3.590
0.320 3.585
0.300 3.572
0.280 3.563
0.260 3.553
0.240 3.543
0.220 3.532
0.200 3.517
0.180 3.498
0.160 3.483
0.140 3.473
0.120 3.463
0.100 3.450
0.080 3.441
0.060 3.413
0.040 3.333
0.020 3.199
0.000 3.026
