1.000 4.191
0.980 4.129
0.960 4.099
0.940 4.088
0.920 4.076
0.900 4.071
0.880 4.070
0.860 4.066
0.840 4.059
0.820 4.044
0.800 4.024
0.780 4.008
0.760 3.990
0.740 3.969
0.720 3.946
0.700 3.924
0.680 3.905
0.660 3.885
0.640 3.868
0.620 3.853
0.600 3.841
0.580 3.830
0.560 3.816
0.540 3.801
0.520 3.787
0.500 3.766
0.480 3.752
0.460 3.732
0.440 3.711
0.420 3.690
0.400 3.670
0.380 3.647
0.360 3.623
0.340 3.602
0.320 3.569
0.300 3.547
0.280 3.528
0.260 3.510
0.240 3.490
0.220 3.452
0.200 3.406
0.180 3.372
0.160 3.335
0.140 3.297
0.120 3.259
0.100 3.223
0.080 3.180
0.060 3.141
0.040 3.093
0.020 3.031
0.000 2.966
