1.000 4.151
0.980 4.115
0.960 4.087
0.940 4.060
0.920 4.034
0.900 4.008
0.880 3.984
0.860 3.962
0.840 3.937
0.820 3.919
0.800 3.895
0.780 3.875
0.760 3.854
0.740 3.835
0.720 3.814
0.700 3.796
0.680 3.778
0.660 3.761
0.640 3.744
0.620 3.728
0.600 3.710
0.580 3.696
0.560 3.679
0.540 3.666
0.520 3.654
0.500 3.643
0.480 3.638
0.460 3.626
0.440 3.619
0.420 3.612
0.400 3.607
0.380 3.602
0.360 3.591
0.340 3.585
0.320 3.582
0.300 3.574
0.280 3.568
0.260 3.560
0.240 3.550
0.220 3.539
0.200 3.525
0.180 3.513
0.160 3.498
0.140 3.474
0.120 3.451
0.100 3.433
0.080 3.419
0.060 3.395
0.040 3.361
0.020 3.239
0.000 3.023
