1.000 4.149
0.980 4.123
0.960 4.100
0.940 4.075
0.920 4.054
0.900 4.031
0.880 4.020
0.860 4.010
0.840 3.996
0.820 3.977
0.800 3.957
0.780 3.941
0.760 3.925
0.740 3.911
0.720 3.895
0.700 3.876
0.680 3.864
0.660 3.844
0.640 3.827
0.620 3.806
0.600 3.781
0.580 3.756
0.560 3.733
0.540 3.718
0.520 3.698
0.500 3.686
0.480 3.672
0.460 3.660
0.440 3.648
0.420 3.637
0.400 3.630
0.380 3.621
0.360 3.613
0.340 3.606
0.320 3.594
0.300 3.585
0.280 3.574
0.260 3.561
0.240 3.546
0.220 3.537
0.200 3.526
0.180 3.511
0.160 3.492
0.140 3.471
0.120 3.457
0.100 3.446
0.080 3.432
0.060 3.402
0.040 3.325
0.020 3.189
0.000 3.002
