1.000 4.131
0.980 4.101
0.960 4.073
0.940 4.059
0.920 4.047
0.900 4.035
0.880 4.028
0.860 4.020
0.840 4.009
0.820 4.004
0.800 4.000
0.780 3.992
0.760 3.986
0.740 3.983
0.720 3.981
0.700 3.979
0.680 3.978
0.660 3.978
0.640 3.978
0.620 3.977
0.600 3.970
0.580 3.967
0.560 3.964
0.540 3.961
0.520 3.955
0.500 3.950
0.480 3.942
0.460 3.933
0.440 3.924
0.420 3.912
0.400 3.902
0.380 3.891
0.360 3.879
0.340 3.869
0.320 3.859
0.300 3.843
0.280 3.834
0.260 3.825
0.240 3.816
0.220 3.804
0.200 3.792
0.180 3.785
0.160 3.779
0.140 3.769
0.120 3.758
0.100 3.739
0.080 3.701
0.060 3.638
0.040 3.539
0.020 3.357
0.000 3.144
