1.000 4.157
0.980 4.127
0.960 4.101
0.940 4.088
0.920 4.079
0.900 4.070
0.880 4.065
0.860 4.059
0.840 4.049
0.820 4.036
0.800 4.016
0.780 3.997
0.760 3.973
0.740 3.950
0.720 3.923
0.700 3.898
0.680 3.877
0.660 3.863
0.640 3.848
0.620 3.837
0.600 3.824
0.580 3.810
0.560 3.793
0.540 3.778
0.520 3.761
0.500 3.743
0.480 3.725
0.460 3.704
0.440 3.683
0.420 3.659
0.400 3.636
0.380 3.614
0.360 3.592
0.340 3.569
0.320 3.545
0.300 3.525
0.280 3.509
0.260 3.497
0.240 3.470
0.220 3.442
0.200 3.413
0.180 3.381
0.160 3.344
0.140 3.305
0.120 3.258
0.100 3.216
0.080 3.173
0.060 3.136
0.040 3.084
0.020 3.019
0.000 2.945
