1.000 4.164
0.980 4.132
0.960 4.106
0.940 4.095
0.920 4.088
0.900 4.080
0.880 4.072
0.860 4.062
0.840 4.056
0.820 4.034
0.800 4.018
0.780 3.997
0.760 3.976
0.740 3.960
0.720 3.939
0.700 3.917
0.680 3.896
0.660 3.879
0.640 3.865
0.620 3.849
0.600 3.836
0.580 3.817
0.560 3.806
0.540 3.789
0.520 3.771
0.500 3.756
0.480 3.738
0.460 3.716
0.440 3.691
0.420 3.668
0.400 3.643
0.380 3.612
0.360 3.586
0.340 3.566
0.320 3.555
0.300 3.540
0.280 3.508
0.260 3.486
0.240 3.457
0.220 3.435
0.200 3.407
0.180 3.373
0.160 3.345
0.140 3.300
0.120 3.263
0.100 3.223
0.080 3.185
0.060 3.144
0.040 3.098
0.020 3.035
0.000 2.965
