1.000 4.162
0.980 4.123
0.960 4.096
0.940 4.083
0.920 4.077
0.900 4.070
0.880 4.066
0.860 4.064
0.840 4.060
0.820 4.054
0.800 4.046
0.780 4.034
0.760 4.013
0.740 3.986
0.720 3.963
0.700 3.943
0.680 3.915
0.660 3.896
0.640 3.878
0.620 3.865
0.600 3.856
0.580 3.835
0.560 3.818
0.540 3.801
0.520 3.787
0.500 3.772
0.480 3.751
0.460 3.733
0.440 3.712
0.420 3.692
0.400 3.672
0.380 3.653
0.360 3.635
0.340 3.614
0.320 3.597
0.300 3.574
0.280 3.557
0.260 3.526
0.240 3.501
0.220 3.484
0.200 3.467
0.180 3.445
0.160 3.409
0.140 3.370
0.120 3.319
0.100 3.275
0.080 3.218
0.060 3.158
0.040 3.096
0.020 3.028
0.000 2.939
